Client_ID,Last_Purchase_Date,Frequency,Monetary_Spendings,Behavior_Score,Churn,Recency
Client_4578,2024-12-04 17:26:37.168127,17,440.87,0.35,1,348
Client_4579,2025-01-11 17:26:37.168127,32,221.14,0.49,1,310
Client_4580,2025-09-06 17:26:37.168127,11,389.65,0.87,0,72
Client_4581,2025-09-18 17:26:37.168127,11,31.56,0.3,0,60
Client_4582,2024-12-25 17:26:37.168127,49,449.9,0.33,0,327
Client_4583,2025-06-07 17:26:37.168127,5,190.1,0.5,0,163
Client_4584,2025-07-04 17:26:37.168127,7,277.98,0.69,1,136
Client_4585,2024-11-20 17:26:37.168127,47,342.97,0.21,0,362
Client_4586,2024-12-23 17:26:37.168127,49,128.65,0.04,1,329
Client_4587,2024-11-21 17:26:37.168127,20,397.14,0.74,1,361
Client_4588,2025-04-30 17:26:37.168127,30,346.16,0.6,0,201
Client_4589,2025-07-05 17:26:37.168127,44,390.01,0.54,0,135
Client_4590,2025-09-20 17:26:37.168127,4,333.75,0.13,1,58
Client_4591,2025-06-27 17:26:37.168127,13,316.54,0.83,1,143
Client_4592,2025-10-15 17:26:37.168127,18,412.14,0.17,1,33
Client_4593,2025-03-02 17:26:37.168127,43,181.37,0.54,0,260
Client_4594,2025-05-22 17:26:37.168127,4,157.81,0.33,1,179
Client_4595,2025-08-18 17:26:37.168127,28,124.98,0.72,1,91
Client_4596,2024-11-18 17:26:37.168127,26,442.05,0.41,1,364
Client_4597,2025-11-08 17:26:37.168127,17,137.72,0.61,1,9
Client_4598,2025-05-19 17:26:37.168127,27,332.24,0.84,0,182
Client_4599,2025-03-27 17:26:37.168127,47,464.83,0.98,0,235
Client_4600,2025-10-15 17:26:37.168127,12,345.28,0.84,0,33
Client_4601,2025-02-04 17:26:37.168127,39,64.83,0.46,1,286
Client_4602,2025-04-05 17:26:37.168127,27,172.08,0.13,0,226
Client_4603,2025-06-01 17:26:37.168127,18,345.69,0.49,0,169
Client_4604,2025-09-22 17:26:37.168127,26,198.41,0.4,0,56
Client_4605,2025-07-08 17:26:37.168127,36,464.19,0.51,1,132
Client_4606,2025-05-15 17:26:37.168127,14,412.54,0.66,0,186
Client_4607,2025-01-16 17:26:37.168127,31,117.36,0.52,1,305
Client_4608,2025-10-07 17:26:37.168127,45,63.24,0.61,0,41
Client_4609,2025-09-07 17:26:37.168127,44,303.52,0.71,0,71
Client_4610,2025-07-30 17:26:37.168127,24,349.2,0.01,0,110
Client_4611,2025-11-10 17:26:37.168127,46,418.8,0.44,1,7
Client_4612,2025-03-13 17:26:37.168127,27,32.96,0.77,0,249
Client_4613,2025-08-20 17:26:37.168127,19,491.17,0.95,0,89
Client_4614,2025-01-28 17:26:37.168127,1,396.51,0.12,0,293
Client_4615,2025-08-24 17:26:37.168127,42,97.52,0.15,0,85
Client_4616,2025-06-17 17:26:37.168127,16,410.12,0.17,0,153
Client_4617,2025-06-28 17:26:37.168127,30,299.1,0.68,0,142
Client_4618,2025-07-14 17:26:37.168127,34,71.92,0.38,0,126
Client_4619,2025-04-15 17:26:37.168127,49,149.43,0.79,1,216
Client_4620,2025-06-13 17:26:37.168127,38,411.95,0.45,1,157
Client_4621,2025-11-01 17:26:37.168127,15,24.14,0.71,0,16
Client_4622,2025-08-15 17:26:37.168127,35,122.99,0.6,0,94
Client_4623,2025-03-24 17:26:37.168127,28,21.09,0.73,0,238
Client_4624,2024-11-19 17:26:37.168127,35,53.89,0.18,0,363
Client_4625,2025-04-13 17:26:37.168127,21,362.78,0.43,0,218
Client_4626,2025-10-07 17:26:37.168127,45,154.93,0.08,1,41
Client_4627,2025-03-22 17:26:37.168127,34,197.67,0.23,0,240
Client_4628,2025-07-20 17:26:37.168127,9,301.52,0.79,0,120
Client_4629,2025-06-14 17:26:37.168127,18,55.01,0.37,0,156
Client_4630,2025-09-01 17:26:37.168127,16,149.83,0.69,0,77
Client_4631,2025-01-14 17:26:37.168127,34,258.42,0.4,0,307
Client_4632,2024-11-25 17:26:37.168127,45,140.83,0.26,0,357
Client_4633,2025-10-20 17:26:37.168127,1,222.06,1.0,0,28
Client_4634,2025-11-03 17:26:37.168127,45,357.77,0.63,1,14
Client_4635,2025-09-27 17:26:37.168127,43,54.24,0.22,0,51
Client_4636,2025-06-11 17:26:37.168127,15,27.55,0.15,0,159
Client_4637,2025-08-12 17:26:37.168127,32,164.37,0.04,1,97
Client_4638,2025-07-01 17:26:37.168127,26,326.93,0.26,0,139
Client_4639,2025-08-01 17:26:37.168127,30,85.05,0.86,0,108
Client_4640,2025-02-15 17:26:37.168127,23,156.18,0.29,1,275
Client_4641,2025-04-26 17:26:37.168127,23,353.7,0.93,1,205
Client_4642,2025-04-19 17:26:37.168127,42,442.39,0.36,0,212
Client_4643,2025-03-21 17:26:37.168127,17,443.21,0.52,1,241
Client_4644,2025-06-28 17:26:37.168127,30,84.17,0.68,1,142
Client_4645,2024-11-28 17:26:37.168127,24,398.21,0.22,0,354
Client_4646,2025-11-06 17:26:37.168127,32,477.12,0.79,0,11
Client_4647,2025-10-27 17:26:37.168127,41,149.73,0.7,0,21
Client_4648,2025-01-10 17:26:37.168127,20,400.1,0.41,0,311
Client_4649,2025-04-04 17:26:37.168127,22,402.18,0.48,0,227
Client_4650,2025-04-26 17:26:37.168127,3,102.66,0.79,0,205
Client_4651,2025-09-10 17:26:37.168127,31,479.25,0.95,0,68
Client_4652,2025-05-19 17:26:37.168127,19,101.84,0.04,1,182
Client_4653,2025-10-29 17:26:37.168127,12,79.83,0.29,0,19
Client_4654,2025-09-24 17:26:37.168127,19,190.03,0.28,0,54
Client_4655,2025-06-06 17:26:37.168127,29,143.33,0.04,0,164
Client_4656,2025-06-06 17:26:37.168127,12,417.02,0.71,0,164
Client_4657,2025-07-04 17:26:37.168127,43,143.5,0.87,0,136
Client_4658,2025-08-23 17:26:37.168127,29,359.48,0.77,0,86
Client_4659,2025-01-06 17:26:37.168127,34,54.69,0.03,1,315
Client_4660,2025-07-20 17:26:37.168127,8,419.41,0.53,1,120
Client_4661,2025-10-22 17:26:37.168127,28,405.92,0.19,1,26
Client_4662,2025-10-03 17:26:37.168127,19,158.8,0.74,0,45
Client_4663,2025-04-06 17:26:37.168127,37,456.64,0.57,0,225
Client_4664,2025-10-17 17:26:37.168127,32,51.5,0.05,1,31
Client_4665,2025-02-20 17:26:37.168127,39,114.1,0.75,0,270
Client_4666,2025-07-23 17:26:37.168127,19,217.26,0.39,1,117
Client_4667,2025-02-03 17:26:37.168127,15,180.69,0.3,0,287
Client_4668,2025-01-15 17:26:37.168127,47,330.97,0.19,0,306
Client_4669,2025-08-22 17:26:37.168127,12,236.5,0.47,0,87
Client_4670,2025-10-03 17:26:37.168127,38,450.05,0.31,0,45
Client_4671,2025-02-26 17:26:37.168127,30,267.07,0.9,1,264
Client_4672,2024-11-27 17:26:37.168127,43,479.05,0.58,0,355
Client_4673,2025-08-08 17:26:37.168127,11,215.48,0.81,0,101
Client_4674,2025-08-08 17:26:37.168127,28,139.49,0.86,0,101
Client_4675,2025-04-25 17:26:37.168127,20,370.44,0.81,0,206
Client_4676,2025-09-12 17:26:37.168127,38,68.34,0.6,0,66
Client_4677,2025-07-06 17:26:37.168127,28,462.78,0.09,0,134
Client_4678,2025-04-22 17:26:37.168127,28,331.64,0.25,1,209
Client_4679,2025-06-18 17:26:37.168127,32,475.9,0.98,1,152
Client_4680,2025-09-21 17:26:37.168127,26,292.15,0.79,0,57
Client_4681,2025-11-13 17:26:37.168127,18,394.78,0.31,0,4
Client_4682,2025-05-26 17:26:37.168127,21,283.93,0.12,1,175
Client_4683,2025-06-01 17:26:37.168127,39,400.38,0.97,1,169
Client_4684,2025-11-16 17:26:37.168127,7,232.92,0.12,0,1
Client_4685,2025-03-17 17:26:37.168127,40,143.9,0.28,0,245
Client_4686,2025-07-18 17:26:37.168127,31,159.24,0.84,0,122
Client_4687,2025-07-13 17:26:37.168127,9,87.91,0.97,0,127
Client_4688,2025-10-13 17:26:37.168127,9,162.35,0.68,1,35
Client_4689,2025-04-12 17:26:37.168127,24,131.83,0.39,0,219
Client_4690,2024-12-11 17:26:37.168127,17,230.16,0.09,0,341
Client_4691,2025-07-19 17:26:37.168127,49,474.94,0.07,1,121
Client_4692,2025-05-22 17:26:37.168127,40,374.53,0.05,0,179
Client_4693,2024-11-30 17:26:37.168127,11,170.38,0.18,0,352
Client_4694,2025-05-02 17:26:37.168127,2,168.38,0.23,0,199
Client_4695,2025-05-03 17:26:37.168127,45,387.48,0.03,1,198
Client_4696,2024-12-01 17:26:37.168127,38,68.39,0.75,1,351
Client_4697,2025-10-15 17:26:37.168127,40,437.39,0.89,0,33
Client_4698,2025-03-03 17:26:37.168127,39,278.35,0.04,1,259
Client_4699,2025-04-20 17:26:37.168127,50,305.69,0.55,0,211
Client_4700,2025-07-15 17:26:37.168127,12,483.76,0.71,0,125
Client_4701,2025-04-16 17:26:37.168127,11,424.46,0.2,0,215
Client_4702,2025-01-23 17:26:37.168127,31,339.45,0.99,1,298
Client_4703,2025-01-18 17:26:37.168127,16,133.57,0.76,0,303
Client_4704,2025-06-20 17:26:37.168127,37,39.81,0.98,0,150
Client_4705,2025-04-26 17:26:37.168127,38,207.44,0.55,0,205
Client_4706,2025-07-15 17:26:37.168127,3,374.23,0.17,0,125
Client_4707,2025-04-27 17:26:37.168127,6,38.98,0.46,0,204
Client_4708,2025-10-21 17:26:37.168127,42,466.49,0.44,0,27
Client_4709,2025-01-22 17:26:37.168127,14,27.77,0.23,0,299
Client_4710,2025-07-26 17:26:37.168127,18,44.36,0.97,1,114
Client_4711,2025-01-31 17:26:37.168127,31,496.52,0.91,0,290
Client_4712,2025-10-31 17:26:37.168127,40,125.72,0.63,0,17
Client_4713,2025-01-28 17:26:37.168127,47,286.81,0.82,1,293
Client_4714,2025-09-14 17:26:37.168127,14,387.96,0.58,0,64
Client_4715,2025-11-09 17:26:37.168127,39,359.8,0.76,0,8
Client_4716,2024-12-23 17:26:37.168127,35,425.45,0.49,1,329
Client_4717,2025-04-08 17:26:37.168127,17,388.27,0.52,0,223
Client_4718,2025-07-24 17:26:37.168127,17,166.32,0.43,0,116
Client_4719,2024-12-01 17:26:37.168127,14,451.48,0.3,0,351
Client_4720,2025-04-03 17:26:37.168127,18,57.92,0.97,0,228
Client_4721,2024-12-09 17:26:37.168127,27,78.21,0.35,0,343
Client_4722,2025-03-13 17:26:37.168127,5,182.58,0.53,1,249
Client_4723,2025-04-14 17:26:37.168127,49,184.38,0.83,0,217
Client_4724,2025-08-17 17:26:37.168127,22,261.69,0.82,0,92
Client_4725,2025-04-09 17:26:37.168127,50,307.52,0.26,0,222
Client_4726,2025-03-10 17:26:37.168127,27,264.13,0.52,0,252
Client_4727,2025-10-30 17:26:37.168127,18,298.72,0.51,0,18
Client_4728,2025-06-19 17:26:37.168127,4,97.49,0.72,0,151
Client_4729,2025-08-10 17:26:37.168127,3,486.7,0.63,0,99
Client_4730,2025-01-11 17:26:37.168127,26,178.44,0.04,0,310
Client_4731,2025-11-16 17:26:37.168127,9,352.0,0.27,0,1
Client_4732,2025-02-25 17:26:37.168127,19,438.74,0.96,1,265
Client_4733,2025-02-07 17:26:37.168127,7,357.3,0.69,0,283
Client_4734,2025-01-26 17:26:37.168127,30,95.45,0.43,0,295
Client_4735,2025-03-28 17:26:37.168127,12,318.27,0.99,1,234
Client_4736,2025-05-30 17:26:37.168127,11,476.38,0.98,0,171
Client_4737,2025-02-22 17:26:37.168127,35,140.14,0.3,0,268
Client_4738,2025-06-18 17:26:37.168127,8,419.69,0.38,0,152
Client_4739,2025-07-26 17:26:37.168127,35,481.44,0.96,0,114
Client_4740,2025-11-03 17:26:37.168127,13,24.95,0.04,0,14
Client_4741,2025-10-20 17:26:37.168127,36,465.73,0.16,0,28
Client_4742,2025-03-29 17:26:37.168127,21,241.25,0.95,1,233
Client_4743,2025-07-27 17:26:37.168127,1,50.25,0.52,0,113
Client_4744,2025-01-05 17:26:37.168127,13,234.71,0.36,1,316
Client_4745,2025-10-02 17:26:37.168127,34,203.64,0.48,0,46
Client_4746,2025-11-06 17:26:37.168127,4,472.48,0.88,0,11
Client_4747,2024-11-21 17:26:37.168127,24,76.19,0.35,1,361
Client_4748,2024-11-30 17:26:37.168127,19,29.56,0.55,1,352
Client_4749,2025-06-17 17:26:37.168127,37,308.57,0.31,1,153
Client_4750,2025-04-26 17:26:37.168127,41,312.69,0.59,0,205
Client_4751,2025-09-20 17:26:37.168127,17,255.73,0.92,1,58
Client_4752,2025-07-28 17:26:37.168127,20,223.97,0.59,0,112
Client_4753,2025-06-06 17:26:37.168127,18,350.21,0.89,1,164
Client_4754,2025-04-28 17:26:37.168127,17,441.11,0.85,0,203
Client_4755,2025-03-08 17:26:37.168127,49,252.61,0.32,1,254
Client_4756,2025-02-02 17:26:37.168127,5,255.24,0.75,0,288
Client_4757,2025-02-07 17:26:37.168127,15,396.83,0.9,1,283
Client_4758,2025-01-05 17:26:37.168127,2,169.88,0.39,1,316
Client_4759,2025-04-07 17:26:37.168127,1,359.58,0.02,0,224
Client_4760,2025-07-09 17:26:37.168127,10,72.27,0.12,0,131
Client_4761,2025-10-30 17:26:37.168127,29,79.96,0.41,1,18
Client_4762,2025-01-21 17:26:37.168127,39,320.48,0.24,0,300
Client_4763,2025-10-18 17:26:37.168127,5,198.0,0.88,0,30
Client_4764,2025-02-02 17:26:37.168127,31,274.48,0.41,1,288
Client_4765,2025-05-25 17:26:37.168127,5,342.98,0.0,0,176
Client_4766,2025-08-18 17:26:37.168127,35,444.71,0.98,0,91
Client_4767,2024-11-26 17:26:37.168127,48,66.01,0.81,0,356
Client_4768,2024-12-20 17:26:37.168127,18,28.75,0.1,0,332
Client_4769,2025-08-19 17:26:37.168127,46,375.7,0.52,0,90
Client_4770,2025-03-06 17:26:37.168127,4,492.41,0.49,0,256
Client_4771,2025-07-07 17:26:37.168127,5,261.35,0.38,1,133
Client_4772,2025-06-26 17:26:37.168127,19,262.24,0.03,0,144
Client_4773,2025-05-05 17:26:37.168127,27,92.66,0.53,0,196
Client_4774,2025-09-23 17:26:37.168127,11,381.62,0.71,1,55
Client_4775,2025-08-01 17:26:37.168127,41,368.07,0.95,0,108
Client_4776,2025-08-03 17:26:37.168127,49,207.67,0.78,0,106
Client_4777,2024-12-23 17:26:37.168127,13,238.72,0.04,0,329
Client_4778,2025-08-27 17:26:37.168127,38,363.27,0.76,1,82
Client_4779,2025-05-13 17:26:37.168127,20,160.03,0.04,1,188
Client_4780,2025-11-04 17:26:37.168127,24,129.99,0.67,0,13
Client_4781,2025-10-27 17:26:37.168127,42,483.67,0.27,1,21
Client_4782,2025-03-31 17:26:37.168127,21,115.31,0.45,1,231
Client_4783,2024-12-01 17:26:37.168127,21,304.76,0.78,0,351
Client_4784,2025-04-12 17:26:37.168127,4,483.18,0.29,0,219
Client_4785,2025-04-25 17:26:37.168127,47,453.85,0.17,1,206
Client_4786,2024-12-01 17:26:37.168127,15,349.57,0.49,0,351
Client_4787,2025-06-01 17:26:37.168127,28,302.09,0.5,1,169
Client_4788,2025-04-01 17:26:37.168127,20,117.82,0.02,1,230
Client_4789,2025-01-05 17:26:37.168127,40,462.51,0.57,1,316
Client_4790,2025-09-04 17:26:37.168127,39,311.61,0.93,1,74
Client_4791,2025-03-15 17:26:37.168127,14,304.58,0.64,0,247
Client_4792,2025-09-27 17:26:37.168127,35,26.47,0.04,0,51
Client_4793,2025-01-02 17:26:37.168127,30,405.71,0.54,0,319
Client_4794,2024-11-29 17:26:37.168127,27,204.09,0.94,0,353
Client_4795,2025-04-10 17:26:37.168127,24,466.93,0.95,0,221
Client_4796,2025-01-29 17:26:37.168127,48,477.8,0.46,1,292
Client_4797,2025-05-20 17:26:37.168127,22,270.49,0.37,0,181
Client_4798,2025-08-27 17:26:37.168127,33,293.54,0.44,0,82
Client_4799,2025-03-05 17:26:37.168127,2,435.44,0.14,1,257
Client_4800,2025-09-20 17:26:37.168127,3,113.72,0.19,0,58
Client_4801,2025-09-04 17:26:37.168127,6,368.0,0.68,0,74
Client_4802,2025-02-05 17:26:37.168127,19,282.3,0.11,1,285
Client_4803,2025-11-06 17:26:37.168127,20,127.61,0.08,1,11
Client_4804,2024-11-30 17:26:37.168127,33,60.73,0.3,1,352
Client_4805,2025-06-20 17:26:37.168127,44,269.04,0.76,0,150
Client_4806,2025-10-03 17:26:37.168127,40,30.73,0.58,1,45
Client_4807,2025-04-27 17:26:37.168127,42,499.15,0.46,1,204
Client_4808,2025-07-29 17:26:37.168127,20,271.42,0.2,1,111
Client_4809,2024-12-26 17:26:37.168127,35,415.76,0.91,1,326
Client_4810,2025-02-19 17:26:37.168127,50,469.71,0.85,0,271
Client_4811,2025-07-24 17:26:37.168127,21,212.18,0.64,0,116
Client_4812,2025-03-03 17:26:37.168127,24,421.32,0.87,0,259
Client_4813,2025-01-24 17:26:37.168127,12,437.09,0.39,0,297
Client_4814,2025-04-19 17:26:37.168127,29,490.26,0.84,0,212
Client_4815,2025-01-14 17:26:37.168127,24,240.6,0.44,0,307
Client_4816,2025-05-23 17:26:37.168127,46,101.82,0.62,0,178
Client_4817,2025-08-08 17:26:37.168127,17,236.58,0.84,1,101
Client_4818,2025-01-08 17:26:37.168127,23,327.08,0.27,0,313
Client_4819,2024-12-17 17:26:37.168127,38,358.7,0.5,0,335
Client_4820,2025-09-14 17:26:37.168127,49,310.48,0.76,0,64
Client_4821,2024-12-31 17:26:37.168127,5,372.06,0.63,0,321
Client_4822,2025-05-09 17:26:37.168127,41,118.18,0.94,1,192
Client_4823,2025-08-07 17:26:37.168127,33,55.6,0.95,0,102
Client_4824,2025-08-10 17:26:37.168127,42,41.04,0.06,0,99
Client_4825,2025-02-21 17:26:37.168127,29,169.56,0.61,1,269
Client_4826,2025-11-04 17:26:37.168127,4,208.22,0.2,1,13
Client_4827,2025-05-20 17:26:37.168127,9,309.95,0.45,0,181
Client_4828,2025-04-21 17:26:37.168127,29,40.83,0.72,1,210
Client_4829,2025-11-07 17:26:37.168127,29,390.67,0.79,0,10
Client_4830,2025-11-02 17:26:37.168127,39,224.13,0.93,1,15
Client_4831,2025-11-15 17:26:37.168127,31,171.03,0.06,0,2
Client_4832,2024-11-24 17:26:37.168127,49,167.24,0.51,0,358
Client_4833,2025-02-01 17:26:37.168127,5,303.33,0.83,1,289
Client_4834,2025-09-21 17:26:37.168127,2,204.38,0.94,0,57
Client_4835,2025-07-13 17:26:37.168127,50,383.99,0.45,1,127
Client_4836,2024-11-29 17:26:37.168127,31,387.07,0.59,1,353
Client_4837,2025-07-20 17:26:37.168127,42,291.22,0.64,1,120
Client_4838,2025-08-10 17:26:37.168127,12,464.49,1.0,0,99
Client_4839,2025-01-12 17:26:37.168127,13,87.35,0.3,1,309
Client_4840,2025-09-15 17:26:37.168127,46,449.03,0.92,0,63
Client_4841,2025-03-20 17:26:37.168127,33,318.24,0.62,0,242
Client_4842,2025-05-16 17:26:37.168127,35,280.64,0.98,1,185
Client_4843,2025-02-01 17:26:37.168127,2,332.36,0.12,0,289
Client_4844,2025-07-15 17:26:37.168127,38,106.7,0.24,1,125
Client_4845,2024-12-19 17:26:37.168127,48,147.79,0.36,0,333
Client_4846,2024-11-21 17:26:37.168127,34,314.03,0.58,0,361
Client_4847,2025-04-18 17:26:37.168127,31,271.03,0.02,0,213
Client_4848,2025-09-26 17:26:37.168127,48,200.76,0.5,1,52
Client_4849,2025-05-26 17:26:37.168127,37,402.21,0.24,0,175
Client_4850,2025-08-01 17:26:37.168127,21,484.76,0.24,0,108
Client_4851,2025-04-29 17:26:37.168127,25,156.49,0.77,1,202
Client_4852,2025-07-12 17:26:37.168127,8,439.28,0.26,0,128
Client_4853,2025-08-15 17:26:37.168127,17,327.63,0.09,1,94
Client_4854,2025-01-04 17:26:37.168127,36,418.73,0.21,0,317
Client_4855,2025-06-12 17:26:37.168127,12,260.85,0.53,1,158
Client_4856,2025-08-15 17:26:37.168127,43,415.92,0.97,1,94
Client_4857,2025-01-12 17:26:37.168127,24,437.85,0.9,0,309
Client_4858,2025-10-03 17:26:37.168127,19,497.67,0.07,0,45
Client_4859,2025-04-08 17:26:37.168127,34,438.42,0.82,0,223
Client_4860,2025-07-28 17:26:37.168127,20,143.5,0.06,1,112
Client_4861,2024-11-26 17:26:37.168127,27,231.48,0.21,0,356
Client_4862,2025-08-16 17:26:37.168127,19,308.3,0.73,1,93
Client_4863,2025-03-21 17:26:37.168127,48,392.59,0.94,0,241
Client_4864,2025-08-24 17:26:37.168127,39,240.55,1.0,0,85
Client_4865,2025-05-20 17:26:37.168127,33,199.64,0.86,1,181
Client_4866,2024-12-09 17:26:37.168127,10,439.47,0.12,0,343
Client_4867,2025-05-30 17:26:37.168127,14,181.3,0.59,0,171
Client_4868,2025-07-22 17:26:37.168127,9,217.72,0.23,0,118
Client_4869,2025-02-28 17:26:37.168127,45,89.41,0.03,0,262
Client_4870,2025-09-03 17:26:37.168127,35,490.46,0.97,0,75
Client_4871,2025-09-09 17:26:37.168127,31,275.97,0.54,1,69
Client_4872,2025-09-06 17:26:37.168127,32,356.25,0.65,1,72
Client_4873,2025-07-05 17:26:37.168127,34,389.65,1.0,0,135
Client_4874,2025-02-23 17:26:37.168127,25,49.31,0.64,0,267
Client_4875,2025-09-13 17:26:37.168127,39,239.74,0.68,0,65
Client_4876,2025-06-17 17:26:37.168127,41,285.08,0.26,0,153
Client_4877,2025-03-23 17:26:37.168127,48,324.82,0.47,1,239
Client_4878,2025-02-11 17:26:37.168127,45,458.65,0.56,0,279
Client_4879,2025-06-23 17:26:37.168127,13,466.76,0.67,1,147
Client_4880,2025-09-28 17:26:37.168127,30,102.66,0.23,0,50
Client_4881,2024-12-29 17:26:37.168127,50,386.22,0.48,0,323
Client_4882,2025-04-23 17:26:37.168127,44,222.02,0.68,1,208
Client_4883,2025-07-31 17:26:37.168127,19,433.4,0.7,0,109
Client_4884,2025-07-05 17:26:37.168127,50,231.61,0.32,0,135
Client_4885,2025-10-29 17:26:37.168127,34,75.92,0.85,0,19
Client_4886,2025-06-25 17:26:37.168127,8,339.61,0.64,1,145
Client_4887,2025-03-27 17:26:37.168127,35,76.68,0.68,0,235
Client_4888,2025-11-08 17:26:37.168127,14,138.03,0.71,0,9
Client_4889,2025-08-10 17:26:37.168127,8,471.36,0.56,0,99
Client_4890,2025-02-01 17:26:37.168127,10,135.39,0.35,0,289
Client_4891,2025-05-21 17:26:37.168127,20,349.08,0.38,1,180
Client_4892,2025-09-14 17:26:37.168127,37,494.3,0.47,1,64
Client_4893,2025-06-13 17:26:37.168127,47,332.96,0.57,0,157
Client_4894,2025-03-24 17:26:37.168127,26,26.01,0.35,0,238
Client_4895,2025-10-17 17:26:37.168127,1,242.49,0.78,1,31
Client_4896,2025-04-07 17:26:37.168127,30,93.28,0.7,1,224
Client_4897,2024-11-29 17:26:37.168127,35,368.35,0.77,1,353
Client_4898,2025-11-17 17:26:37.168127,8,371.58,0.67,1,0
Client_4899,2025-09-21 17:26:37.168127,1,125.18,0.92,1,57
Client_4900,2025-07-18 17:26:37.168127,13,151.96,0.24,0,122
Client_4901,2025-05-09 17:26:37.168127,8,403.32,0.08,0,192
Client_4902,2025-09-07 17:26:37.168127,26,71.8,0.51,0,71
Client_4903,2025-03-30 17:26:37.168127,16,23.56,0.35,1,232
Client_4904,2025-10-21 17:26:37.168127,12,391.0,0.57,0,27
Client_4905,2025-09-07 17:26:37.168127,29,359.06,0.6,0,71
Client_4906,2025-05-31 17:26:37.168127,35,410.89,0.91,0,170
Client_4907,2025-02-22 17:26:37.168127,4,301.11,0.58,0,268
Client_4908,2025-05-18 17:26:37.168127,5,144.42,0.82,0,183
Client_4909,2024-11-27 17:26:37.168127,40,481.21,0.26,1,355
Client_4910,2025-05-18 17:26:37.168127,18,296.44,0.44,0,183
Client_4911,2025-09-16 17:26:37.168127,49,376.02,0.51,1,62
Client_4912,2025-03-22 17:26:37.168127,42,124.9,0.78,0,240
Client_4913,2024-12-17 17:26:37.168127,18,407.7,0.17,1,335
Client_4914,2025-04-18 17:26:37.168127,20,227.35,0.2,0,213
Client_4915,2025-07-01 17:26:37.168127,24,150.52,0.92,0,139
Client_4916,2025-01-13 17:26:37.168127,7,439.69,0.91,0,308
Client_4917,2025-10-01 17:26:37.168127,30,350.08,0.76,0,47
Client_4918,2025-09-04 17:26:37.168127,49,345.15,0.61,0,74
Client_4919,2025-04-19 17:26:37.168127,32,156.43,0.89,1,212
Client_4920,2025-07-01 17:26:37.168127,42,144.45,0.21,1,139
Client_4921,2025-11-12 17:26:37.168127,27,490.03,0.85,0,5
Client_4922,2025-04-10 17:26:37.168127,4,401.24,0.59,0,221
Client_4923,2025-03-31 17:26:37.168127,47,249.98,0.44,0,231
Client_4924,2025-01-03 17:26:37.168127,23,270.46,0.31,0,318
Client_4925,2024-12-10 17:26:37.168127,4,68.57,0.13,0,342
Client_4926,2025-02-24 17:26:37.168127,37,64.75,0.52,0,266
Client_4927,2025-11-14 17:26:37.168127,38,306.64,0.93,0,3
Client_4928,2025-08-29 17:26:37.168127,25,115.63,0.62,0,80
Client_4929,2025-07-31 17:26:37.168127,31,182.17,0.77,1,109
Client_4930,2025-10-12 17:26:37.168127,21,21.71,0.41,1,36
Client_4931,2025-01-07 17:26:37.168127,24,403.47,0.46,1,314
Client_4932,2025-05-30 17:26:37.168127,47,26.25,0.93,1,171
Client_4933,2025-06-14 17:26:37.168127,5,326.68,0.89,1,156
Client_4934,2025-06-06 17:26:37.168127,38,58.0,1.0,1,164
Client_4935,2025-11-02 17:26:37.168127,7,450.72,0.33,1,15
Client_4936,2025-05-05 17:26:37.168127,25,481.46,0.67,0,196
Client_4937,2025-01-25 17:26:37.168127,9,29.59,0.05,1,296
Client_4938,2025-06-10 17:26:37.168127,22,172.7,0.29,0,160
Client_4939,2025-07-21 17:26:37.168127,11,205.32,0.22,0,119
Client_4940,2025-10-28 17:26:37.168127,37,426.63,0.61,0,20
Client_4941,2025-09-30 17:26:37.168127,17,196.05,0.61,1,48
Client_4942,2025-04-01 17:26:37.168127,28,308.45,0.06,1,230
Client_4943,2024-11-27 17:26:37.168127,38,495.76,0.21,0,355
Client_4944,2025-09-08 17:26:37.168127,36,152.02,0.61,0,70
Client_4945,2024-12-24 17:26:37.168127,44,376.43,0.74,0,328
Client_4946,2024-11-30 17:26:37.168127,29,44.79,0.86,1,352
Client_4947,2025-10-23 17:26:37.168127,13,265.09,0.45,0,25
Client_4948,2025-03-12 17:26:37.168127,3,83.58,0.2,0,250
Client_4949,2025-07-07 17:26:37.168127,22,131.7,0.55,1,133
Client_4950,2025-05-01 17:26:37.168127,38,332.81,0.97,0,200
Client_4951,2025-10-13 17:26:37.168127,3,70.14,0.6,0,35
Client_4952,2025-09-20 17:26:37.168127,16,364.44,0.1,0,58
Client_4953,2024-12-01 17:26:37.168127,44,48.24,0.78,0,351
Client_4954,2025-01-20 17:26:37.168127,14,271.6,0.29,1,301
Client_4955,2025-08-27 17:26:37.168127,25,289.16,0.87,0,82
Client_4956,2025-08-28 17:26:37.168127,17,93.39,0.65,1,81
Client_4957,2025-06-08 17:26:37.168127,10,87.12,0.68,0,162
Client_4958,2025-09-14 17:26:37.168127,39,471.56,0.93,1,64
Client_4959,2025-04-04 17:26:37.168127,39,308.44,0.25,1,227
Client_4960,2025-04-28 17:26:37.168127,12,289.08,0.0,0,203
Client_4961,2025-03-27 17:26:37.168127,32,106.42,0.64,0,235
Client_4962,2025-03-24 17:26:37.168127,44,64.83,0.49,0,238
Client_4963,2025-05-02 17:26:37.168127,2,105.6,0.38,1,199
Client_4964,2025-10-13 17:26:37.168127,9,449.63,0.76,1,35
